"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"GAA16CA303","ACC","93368","2016-06-01T11:45:00Z","Nicolaus","California","United States",,"N5091N","502B-0475","false","Aviation","DirectorBrief","2016-10-27T04:00:00Z","2016-09-29T16:42:00Z","None","0","0","0","0","0","The pilot's insufficient clearance from a power line during aerial application operations, which resulted in a power line strike, a forced landing on unsuitable terrain, loss of directional control, and collision with terrain.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",,"38.911109000000003","-121.559448","AIR TRACTOR INC","AT 502","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC","FARM AIR Flying Service INC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93368","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93368/pdf"
"CEN16LA181","ACC","93170","2016-05-14T13:45:00Z","West","Texas","United States",,"N1546Z","502-0180","false","Aviation","DirectorBrief","2017-01-18T05:00:00Z","2016-11-09T20:39:00Z","Fatal","1","0","0","1","0","The pilot’s failure to see and avoid cellular tower guy wires. Contributing to the accident was the pilot’s decision to operate at low altitude.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Incorrect use/operation, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tower/antenna (incl guy wires) - Response/compensation",,"31.840833","-97.074164999999994","AIR TRACTOR INC","AT 502","AIR",,,"false","1","TP",,"AAPL","137","Destroyed","VMC","Gerik Ag LLC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93170","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93170/pdf"
"WPR16LA107","ACC","93159","2016-05-12T14:13:00Z","Acampo","California","United States",,"N1114A","208B0309","false","Aviation","DirectorBrief","2018-03-19T04:00:00Z","2017-11-21T13:54:00Z","Minor","0","0","1","1","0","A total loss of engine power due to a fatigue fracture of the fuel pressure line that connected the fuel control unit and the fuel flow transducer due to vibration as the result of a fatigue fracture of an associated support clamp. Contributing to the accident was the mechanic’s inadequate inspection of the fuel line support clamp during the previous replacement of the fuel line.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel distribution - Failure, Personnel issues - Task performance - Inspection - (general) - Maintenance personnel",,"38.203333999999998","-121.255279","CESSNA","208B","AIR","1O3","LODI","false","1","TP",,"SKYD","091","Substantial","VMC","Parachute Center","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93159","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93159/pdf"
"CEN16LA180","ACC","93155","2016-05-11T14:00:00Z","Lyons Point","Louisiana","United States",,"N8362K","662B","false","Aviation","DirectorBrief","2016-10-06T04:00:00Z","2016-07-14T19:57:00Z","Minor","0","0","1","1","0","A total loss of engine power due to debris contamination of the fuel system. Contributing to the accident was the pilot's inadequate preflight inspection.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition, Aircraft - Aircraft systems - Fuel system - (general) - Related operating info, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection",,"30.090833","-92.416945999999996","GRUMMAN ACFT ENG COR-SCHWEIZER","G 164B","AIR","---","Merrit Landing Strip","false","1","TP",,"AAPL","137","Substantial","VMC","VINCENT FLYING SERVICE INC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93155","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93155/pdf"
"CEN16LA187","ACC","93191","2016-05-10T17:30:00Z","Dexter","Missouri","United States",,"N86TR","BE-22","false","Aviation","DirectorBrief","2018-03-19T04:00:00Z","2017-11-16T16:48:00Z","None","0","0","0","0","0","A collapse of the right main landing gear for reasons that could not be determined because of the damage to the landing gear system.","Aircraft - Aircraft systems - Landing gear system - Main landing gear - Not specified",,"36.775554","-89.941108","BEECH","B100","AIR","DXE","Dexter Municipal Airport","false","2","TP",,"INST","091","Substantial","VMC","Dexter Air LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93191","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93191/pdf"
"GAA16CA224","ACC","93134","2016-05-08T17:00:00Z","Oberlin","Kansas","United States",,"N6181Q","502B-0395","false","Aviation","DirectorBrief","2016-07-14T04:00:00Z","2016-07-12T11:15:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during the landing roll, which resulted in runway excursion, and a ground loop.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"39.833888999999999","-100.54027499999999","AIR TRACTOR INC","AT 502","AIR","OIN","OBERLIN MUNI","false","1","TP",,"AAPL","137","Substantial","VMC","Kelly Sykora","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93134","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93134/pdf"
"CEN16LA173","ACC","93110","2016-05-04T11:30:00Z","Iowa","Louisiana","United States",,"N8400K","685B","false","Aviation","DirectorBrief","2016-10-06T04:00:00Z","2016-08-09T20:36:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control while landing with an inoperative right brake.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"30.224444999999999","-93.000274000000005","GRUMMAN ACFT ENG COR-SCHWEIZER","G 164B","AIR","LA71","O'Brien Flying Service","false","1","TP",,"AAPL","137","Substantial","VMC","O'BRIENS FLYING SERVICE INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93110","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93110/pdf"
"CEN16WA179","ACC","93154","2016-04-26T15:35:00Z","Andorra, Lleida, Spain",,"Spain",,"N125WG","T250","false","Aviation","",,,"None","0","0","0","0","0",,,,"42.204723000000001","1.245277","SWEARINGEN","SA 226T","AIR","LESU","La Seu d'Urgell","false","2","TP",,,"NUSN","Substantial",,,"Enroute","N/A",,,"","None"
"CEN16FA158","ACC","93038","2016-04-19T21:15:00Z","Slidell","Louisiana","United States",,"N7MC","LM-106","false","Aviation","DirectorBrief","2017-06-13T04:00:00Z","2017-05-30T15:12:00Z","Fatal","2","0","0","2","0","The unstable approach in black-hole conditions, resulting in the airplane overshooting the runway extended centerline and descending well below a safe glidepath for the runway.  Contributing to the accident was the lack of monitoring by the copilot allowing the pilot to fly well below a normal glidepath.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Copilot",,"30.360277","-89.823333000000005","BEECH","65 A90 1","AIR","ASD","SLIDELL","false","2","TP",,"PUBL","PUBU","Destroyed","VMC","ST TAMMANY PARISH MOSQUITO ABATEMENT DIS","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93038","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93038/pdf"
"CEN16LA154","ACC","93025","2016-04-18T09:10:00Z","Kilbourne","Louisiana","United States",,"N301LA","502-0037","false","Aviation","DirectorBrief","2018-06-05T04:00:00Z","2018-03-06T21:21:00Z","Fatal","1","0","0","1","0","The pilot’s failure to maintain adequate airspeed and his exceedance of the airplane’s critical angle of attack during a turn, which resulted in an aerodynamic stall and loss of airplane control at too low of an altitude for a safe recovery.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",,"32.999721000000001","-91.315002000000007","AIR TRACTOR INC","AT 502","AIR",,,"false","1","TP",,"AAPL","137","Destroyed","VMC","PIONEER FLYING SERVICE INC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93025","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93025/pdf"
"GAA16CA184","ACC","92987","2016-04-09T17:00:00Z","Fentress","Texas","United States",,"N122PM","15","false","Aviation","DirectorBrief","2016-06-01T04:00:00Z","2016-05-12T18:34:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during the aborted landing in gusty crosswind conditions, which resulted in a runway excursion and a collision with a tree.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation",,"29.768611","-97.775558000000004","DEHAVILLAND","DHC 6 TWIN OTTER","AIR","XS90","FENTRESS AIRPARK","false","2","TP",,"SKYD","091","Substantial","VMC","DILKARA LEASING LLC.","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92987","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92987/pdf"
"CEN16FA146","ACC","92980","2016-04-09T09:51:00Z","Taylor","Texas","United States",,"N690TH","11487","false","Aviation","DirectorBrief","2018-02-22T05:00:00Z","2018-02-14T21:12:00Z","Fatal","2","0","0","2","0","A loss of control while maneuvering for reasons that could not be determined because postaccident examination did not reveal any mechanical malfunctions or anomalies with the airplane.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot",,"30.686388000000001","-97.292220999999998","ROCKWELL","690B","AIR",,,"false","2","TP",,"INST","091","Destroyed","VMC","Pilot","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92980","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92980/pdf"
"CEN16LA153","ACC","93022","2016-04-01T17:20:00Z","Addison","Texas","United States",,"N992BC","LIV-576-SFB-DO","false","Aviation","DirectorBrief","2017-01-18T05:00:00Z","2016-11-15T12:55:00Z","None","0","0","0","0","0","Collapse of the nose landing gear during landing for reasons that could not be determined, because postaccident examination did not detect any anomalies consistent with a preimpact failure or malfunction.","Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Malfunction, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"32.968612","-96.836387000000002","GILL CRAIG","LANCAIR IV P PROPJET","AIR","ADS","Addison","true","1","TP",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93022","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93022/pdf"
"CEN16LA139","ACC","92942","2016-03-29T17:30:00Z","Beyersville","Texas","United States",,"N4555E","402-0811","false","Aviation","DirectorBrief","2017-01-26T05:00:00Z","2016-12-12T22:03:00Z","Serious","0","1","0","1","0","The pilot's failure to maintain visual separation from the power line due to a lack of identifiable and contrasting features, which led to an inflight collision with the line while maneuvering in gray, hazy conditions.","Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition, Environmental issues - Conditions/weather/phenomena - Light condition - (general) - Ability to respond/compensate, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Haze/smoke - Ability to respond/compensate, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome",,"30.503333999999999","-97.239722999999998","AIR TRACTOR","AT-402","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC","Ranspot Flying Service","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92942","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92942/pdf"
"ENG16RA026","INC","93491","2016-03-03T12:38:00Z","Georgetown",,"Guyana",,"8R-GHT","0572","false","Aviation","",,,"None","0","0","0",,"0",,,,,,"CESSNA","208","AIR",,,"false","1","TP",,,,"None",,,"Enroute","N/A",,,"","None"
"ERA16LA137","ACC","92875","2016-03-02T09:00:00Z","Rockland","Maine","United States",,"N198WA","U142","false","Aviation","DirectorBrief","2017-02-13T05:00:00Z","2016-11-21T13:47:00Z","None","0","0","0","0","0","The airplane’s encounter with isolated severe turbulence, which resulted in substantial airframe damage.","Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on equipment",,"44.060001","-69.099165999999997","BEECH","99","AIR","RKD","KNOX COUNTY RGNL","false","2","TP","NSCH",,"135","Substantial","IMC","Wiggins Airways INC","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92875","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92875/pdf"
"OPS16IA009","INC","93004","2016-02-25T16:48:00Z","Honolulu","Hawaii","United States",,"N269ME, N865MA","172S8531, 208B0996","false","Aviation","DirectorBrief","2021-02-02T05:00:00Z","2021-02-02T14:00:00Z",,,,,,,"The air traffic controller's decision to clear an aircraft to land on a runway occupied by another aircraft that had previously been instructed to line up and wait. Contributing to the runway incursion was the failure of the air traffic controller to visually scan the landing surface prior to issuing a clearance to land and failure of the assisting controllers to monitor and assist the local controller with the developing situation.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - ATC personnel",,"21.317777","-157.92027200000001","CESSNA, CESSNA","172S, 208B","AIR, AIR","HNL","HONOLULU INTL","false, false","1, 1","REC, TP","NSCH","PERS","091, 135","None, None","VMC","SCHUMAN AVIATION CO LTD","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93004","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93004/pdf"
"DCA16LA096","ACC","92752","2016-02-12T08:45:00Z","Iliamna","Alaska","United States",,"N401LC","4606","false","Aviation","DirectorBrief","2017-02-23T05:00:00Z","2017-12-19T19:23:00Z","None","0","0","0","0","0","The fatigue failure of the forward pressure bulkhead canted web that originated from stress corrosion cracking areas. Contributing to the failure were inspection procedures and intervals inadequate to identify the crack.","Aircraft - Aircraft structures - Fuselage - Bulkheads (main fuselage) - Fatigue/wear/corrosion, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Related maintenance info",,"59.753055000000003","-154.91278","LOCKHEED","382G","AIR",,,"false","4","TP","NSCH",,"121","Substantial","VMC","Lynden Air Cargo","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92752","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92752/pdf"
"ERA16FA097","ACC","92657","2016-01-30T15:45:00Z","Albany","Georgia","United States",,"N401PT","LIV-408","false","Aviation","DirectorBrief","2018-01-23T05:00:00Z","2018-01-04T13:20:00Z","Fatal","3","0","0","3","0","The pilots' failure to maintain control during a takeoff attempt in a high-performance airplane. Contributing to the accident were the pilots' decision to operate the airplane above its maximum gross weight and with an aft center of gravity and their lack of experience in the make and model airplane.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Copilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Maximum weight - Capability exceeded, Aircraft - Aircraft oper/perf/capability - Aircraft capability - CG/weight distribution - Capability exceeded, Personnel issues - Experience/knowledge - Experience/qualifications - Total experience w/ equipment - Pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Total experience w/ equipment - Copilot",,"31.539722000000001","-84.190833999999995","BROOK AARON D","LANCAIR IV P","AIR","ABY","SOUTHWEST GEORGIA RGNL","true","1","TP",,"PERS","091","Destroyed","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92657","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92657/pdf"
"GAA16CA129","ACC","92728","2016-01-26T21:15:00Z","Lawrenceville","Georgia","United States",,"N338PC","338","false","Aviation","DirectorBrief","2016-04-05T04:00:00Z","2016-03-22T19:41:00Z","None","0","0","0","0","0","An unintentional collision with a white-tailed deer during the takeoff roll in night visual conditions.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment",,"33.978332000000002","-83.961669000000001","PILATUS","PC12","AIR","LZU","GWINNETT COUNTY - BRISCOE FIEL","false","1","TP",,"BUS","091","Substantial","VMC","Quest Diagnostics, Inc.","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92728","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92728/pdf"
"CEN16LA093","ACC","92630","2016-01-19T13:31:00Z","Wichita","Kansas","United States",,"N602MA","1086","false","Aviation","DirectorBrief","2016-10-03T04:00:00Z","2016-08-03T16:30:00Z","None","0","0","0","0","0","The pilot’s failure to maintain the minimum-recommended approach airspeed in icing conditions, which resulted in a loss of airplane control.","Aircraft - Aircraft oper/perf/capability - Aircraft capability - (general) - Capability exceeded, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot, Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome",,"37.757778000000002","-97.219443999999996","SOCATA","TBM700","AIR","AAO","COLONEL JAMES JABARA","false","1","TP",,"BUS","091","Substantial","VMC","Premier Furnace Specialists","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92630","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92630/pdf"
"GAA16CA109","ACC","92613","2016-01-15T11:23:00Z","Hooper Bay","Alaska","United States",,"N104AN","208B0918","false","Aviation","DirectorBrief","2016-04-05T04:00:00Z","2016-03-10T12:33:00Z","Minor","0","0","1","1","0","The pilot's failure to identify the runway, resulting in the airplane touching down a few feet to the right of the runway.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Environmental issues - Operating environment - Airport facilities/design - Airport lighting - Effect on operation, Environmental issues - Operating environment - Airport facilities/design - Runway markings/signage - Effect on operation",,"61.523612","-166.146118","CESSNA","CE-208","AIR","HPB","HOOPER BAY","false","1","TP","SCHD",,"135","Substantial","VMC","GRANT AVIATION INC.","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92613","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92613/pdf"
"GAA16CA348","ACC","93507","2016-01-10T23:00:00Z","Carolina","Puerto Rico","United States",,"N87SA","BB-1089","false","Aviation","DirectorBrief","2016-12-05T05:00:00Z","2016-10-13T11:13:00Z","None","0","0","0","0","0","The pilot's failure to actuate the parking brake prior to leaving his seat, resulting in substantial damage.","Aircraft - Aircraft systems - Landing gear system - Brake - Not used/operated, Personnel issues - Action/decision - Action - Lack of action - Pilot, Environmental issues - Physical environment - Object/animal/substance - Airport structure - Contributed to outcome",,"18.26361","-66.001388000000006","BEECH","B200","AIR","TJSJ","San Juan Luis Munoz Internatio","false","2","TP","NSCH",,"135","Substantial","VMC","Island Airlines, LLC","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93507","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93507/pdf"
"CEN16LA098","ACC","92691","2016-01-08T10:00:00Z","Fargo","North Dakota","United States",,"N779CC","4410155","false","Aviation","DirectorBrief","2017-01-18T05:00:00Z","2016-11-09T12:33:00Z","None","0","0","0","0","0","The pilot’s failure to cycle the surface deice boots during the instrument approach in icing conditions, which led to ice accumulation on the leading edges of the wings and empennage, and resulted in an aerodynamic stall and subsequent hard landing.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft systems - Ice/rain protection system - Airfoil anti-ice, deice - Not used/operated, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Drizzle/mist - Contributed to outcome",,"46.920555","-96.815833999999995","CESSNA","441","AIR","FAR","Hector International Airport","false","2","TP",,"POSI","091","Substantial","IMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92691","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92691/pdf"
"ERA16LA082","ACC","92537","2016-01-06T09:35:00Z","SAVANNAH","Georgia","United States",,"N978AF","1078","false","Aviation","DirectorBrief","2019-12-16T05:00:00Z","2019-09-19T16:16:00Z","Minor","0","0","2","2","0","The pilots’ failure to follow proper procedures in response to a crew alerting system warning for high engine torque values, which necessitated an off-runway emergency landing during which the airplane sustained substantial damage due to postimpact fire. Contributing to the accident was the erroneous engine torque indication for reasons that could not be determined.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Flight crew, Personnel issues - Action/decision - Action - Unnecessary action - Flight crew, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Flight crew, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Malfunction, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Contributed to outcome",,"32.127498000000003","-81.202224000000001","PILATUS AIRCRAFT LTD","PC-12","AIR","SAV","Savaanh/Hilton Head Intl","false","1","TP",,"POSI","091","Substantial","VMC","PlaneSense, Inc.","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92537","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92537/pdf"
"ERA16CA080","ACC","92528","2016-01-04T10:45:00Z","Clearwater","Florida","United States",,"N275X","BB-502","false","Aviation","DirectorBrief","2016-03-14T04:00:00Z","2016-03-07T12:46:00Z","None","0","0","0","0","0","The pilot's failure to properly configure the airplane's landing gear prior to landing, which resulted in a gear-up landing.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Configuration - Not attained/maintained",,"27.908611000000001","-82.686385999999999","BEECH","200","AIR","PIE","ST PETE-CLEARWATER INTL","false","2","TP",,"PERS","091","Substantial","VMC","SKYWAY AIRCRAFT INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92528","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92528/pdf"
"ERA16WA083","ACC","92539","2016-01-03T18:30:00Z","Parati",,"Brazil",,"PP-LMM","LJ-1866","false","Aviation","",,,"Fatal","2","0","0","2","0",,,,"-23.158611000000001","-44.723888000000002","BEECH","C90","AIR","SDTK","Parati Airport","false","2","TP",,"PERS","NUSN","Destroyed","IMC","SUPERMERCADO SHIBATA LTDA","Approach","N/A",,,"","None"
"ANC16LA012","ACC","92514","2016-01-02T13:05:00Z","Anaktuvuk Pass","Alaska","United States",,"N540ME","208B-0540","false","Aviation","DirectorBrief","2017-08-28T04:00:00Z","2017-06-19T16:34:00Z","Serious","0","5","3","8","0","The pilot’s continued flight into deteriorating, flat light weather conditions, which resulted in impact with mountainous, snow-covered terrain.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Heading/course - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Light condition - Flat light - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Light condition - Flat light - Decision related to condition",,"68.078329999999994","-151.89639199999999","CESSNA","208B","AIR","AKP","ANAKTUVUK PASS","false","1","TP","SCHD",,"135","Substantial","VMC","WRIGHT AIR SERVICE INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92514","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92514/pdf"
"CEN16LA076","ACC","92519","2015-12-30T10:00:00Z","Gary","Indiana","United States",,"N999VB","BB-645","false","Aviation","DirectorBrief","2016-12-12T05:00:00Z","2016-10-13T19:36:00Z","None","0","0","0","0","0","The pilot's failure to maintain the glidepath and appropriate airspeed during landing in icing conditions, which resulted in an aerodynamic stall and a hard landing.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on equipment, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",,"41.617221000000001","-87.414443000000006","BEECH","200","AIR","GYY","GARY/CHICAGO INTL","false","2","TP","NSCH",,"135","Substantial","VMC","COBB AVIATION SERVICES INCORPORATED","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92519","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92519/pdf"
"ERA16LA078","ACC","92497","2015-12-24T09:40:00Z","Corinth","Mississippi","United States",,"N891CR","4697321","false","Aviation","DirectorBrief","2018-04-17T04:00:00Z","2018-03-19T17:48:00Z","Serious","0","2","2","4","0","The pilot's inadequate preflight inspection and his subsequent failure to maintain airplane control, which resulted in an access door opening after takeoff, and the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall.","Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft structures - Doors - Service doors - Not inspected, Aircraft - Aircraft structures - Doors - Service doors - Malfunction, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded",,"34.902777999999998","-88.598051999999996","PIPER AIRCRAFT INC","PA-46","AIR","CRX","ROSCOE TURNER","false","1","TP",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92497","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92497/pdf"
