"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ERA24LA012","ACC","193271","2023-10-18T15:11:00Z","Atlanta","Georgia","United States",,"N93GA","FA-93","false","Aviation","DirectorBrief","2024-12-05T05:00:00Z","2024-12-05T18:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain a proper approach speed, which resulted in a runway overrun. Contributing to the runway overrun were the pilot’s application of full reverse at an airspeed higher than that allowed by the system, which added power and forward thrust, and the application of braking that flat-spotted the main landing gear tires.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Incorrect use/operation, Aircraft - Aircraft systems - Landing gear system - Tire casing - Damaged/degraded",,"33.867638999999997","-84.304419999999993","BEECH","300","AIR","PDK","DeKalb-Peachtree Airport","false","2","TP",,"BUS","091","Substantial","VMC","CSW AVIATION LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193271","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193271/pdf"
"CEN23LA425","ACC","193176","2023-09-28T11:30:00Z","Herington","Kansas","United States",,"N445HA","802-0633","false","Aviation","DirectorBrief","2024-11-07T05:00:00Z","2024-11-07T19:00:00Z","None","0","0","0","0","0","The design of the spray valve control lever, which restricted the range of the left rear rudder and brake pedal and resulted in a loss of control during landing.","Aircraft - Aircraft systems - Flight control system - Rudder control system - Design, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible",,"38.691477999999996","-96.806933000000001","AIR TRACTOR INC","AT-802","AIR","HRU","HERINGTON RGNL","false","1","TP",,"INST","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193176","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193176/pdf"
"CEN23LA406","ACC","193042","2023-09-08T18:41:00Z","Elk Grove Village","Illinois","United States",,"N220KW","BB-1120","false","Aviation","DirectorBrief","2023-10-17T04:00:00Z","2023-10-17T17:00:00Z","Serious","0","1","0","1","0","The pilot’s improper fuel planning, that resulted in a total loss of engine power due to fuel exhaustion, and a subsequent forced landing. Also causal was the pilot’s decision to go around with minimum fuel.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,"42.038955999999999","-88.006186","BEECH","B200","AIR","ORD","CHICAGO O'HARE INTL","false","2","TP","NSCH","POSI","091","Substantial","VMC","Onyx Flight, Inc","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193042","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193042/pdf"
"WPR23LA333","ACC","193010","2023-08-31T19:15:00Z","Three Rocks","California","United States",,"N61373","T34-216","false","Aviation","DirectorBrief","2023-12-07T05:00:00Z","2023-12-07T18:00:00Z","None","0","0","0","0",,"The airplane’s exceedance of the critical angle of attack, resulting in an aerodynamic stall and impact with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot",,"36.443550000000002","-120.31049","AYRES CORPORATION","S2R-T34","AIR","N/A","none - private farm strip","false","1","TP",,"AAPL","137","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193010","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193010/pdf"
"CEN23LA387","ACC","192967","2023-08-30T08:15:00Z","Henderson","Kentucky","United States",,"N313CT","BB-461","false","Aviation","DirectorBrief","2024-01-25T05:00:00Z","2024-01-25T18:00:00Z","None","0","0","0","0","0","An in-flight collision with a bird shortly after takeoff.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate, Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment",,"37.807777999999999","-87.677778000000004","BEECH","200","AIR","EHR","Henderson City","false","2","TP","NSCH","BUS","091","Substantial","VMC","BEL-Air. LLC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192967","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192967/pdf"
"CEN23LA375","ACC","192918","2023-08-21T14:56:00Z","Rice","Minnesota","United States",,"N943QC","711B","false","Aviation","DirectorBrief","2024-01-10T05:00:00Z","2024-01-10T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain directional control during the landing roll with a left crosswind.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation",,"45.784944000000003","-94.200000000000003","SCHWEIZER AIRCRAFT CORP","G-164B","AIR","NA","Oleen AG Air","false","1","TP","NSCH","AAPL","137","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192918","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192918/pdf"
"CEN23LA377","ACC","192923","2023-08-15T10:45:00Z","Great Bend","North Dakota","United States",,"N9082C","502-0193","false","Aviation","DirectorBrief","2024-05-14T04:00:00Z","2024-05-09T17:00:00Z","None","0","0","0","0",,"The pilot’s hard landing on a road and subsequent loss of control, resulting in the airplane impacting a ditch.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Psychological - Perception/orientation/illusion - Perception - Pilot",,"46.152000000000001","-96.763999999999996","AIR TRACTOR INC","AT-502","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC","Dakota Air Spray","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192923","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192923/pdf"
"CEN23LA363","ACC","192876","2023-08-15T08:05:00Z","Lansing","Michigan","United States",,"N261SW","U-202","false","Aviation","DirectorBrief","2023-11-09T05:00:00Z","2023-11-09T18:00:00Z","Minor","0","0","1","1","0","The pilot’s failure to properly set the rudder trim position which resulted in a loss of directional control during takeoff. Contributing was the pilot’s inadequate checklist procedures prior to takeoff.","Aircraft - Aircraft systems - Flight control system - Rudder tab control system - Incorrect use/operation, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Operator, Aircraft - Aircraft handling/service - Maintenance/inspections - Return to service - Related maintenance info, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"42.778236999999997","-84.586754999999997","BEECH","C-99","AIR","LAN","Captial Regional International","false","2","TP","NSCH",,"135","Substantial","IMC","Ameriflight, LLC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192876","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192876/pdf"
"CEN23FA353","ACC","192827","2023-08-08T11:50:00Z","Gilman City","Missouri","United States",,"N804AA","802-0698","false","Aviation","DirectorBrief","2024-11-21T05:00:00Z","2024-11-21T19:00:00Z","Fatal","1","0","0","1","0","The pilot's exceedance of the airplane's critical angle of attack and failure to maintain adequate airspeed during a steep turn, which resulted in an aerodynamic stall at an altitude too low for recovery.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",,"40.092838","-93.891773999999998","AIR TRACTOR INC","AT-802","AIR",,,"false","1","TP",,"AAPL","137","Destroyed","VMC","RICE FLYING LLC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192827","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192827/pdf"
"CEN23LA347","ACC","192789","2023-08-03T11:00:00Z","Jamestown","North Dakota","United States",,"N6015W","401-0947","false","Aviation","DirectorBrief","2023-11-09T05:00:00Z","2023-11-09T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain proper airspeed after liftoff, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Experience/knowledge - Experience/qualifications - Total experience w/ equipment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",,"46.92521","-98.751829999999998","AIR TRACTOR INC","AT-401","AIR","PRI","Central Ag Spraying","false","1","TP",,"FERY","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192789","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192789/pdf"
"CEN23LA346","ACC","192785","2023-08-02T06:20:00Z","Halstad","Minnesota","United States",,"N45453","502-0122","false","Aviation","DirectorBrief","2024-01-10T05:00:00Z","2024-01-10T18:00:00Z","None","0","0","0","0","0","The pilot’s attempt to rotate the airplane without sufficient airspeed which resulted in a lack of climb performance and impact with terrain. Contributing to the accident was the pilot’s decision to attempt the takeoff with a tailwind.","Personnel issues - Action/decision - Action - Lack of action - Pilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Climb capability - Attain/maintain not possible, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Contributed to outcome",,"47.210000000000001","-96.489999999999995","AIR TRACTOR INC","AT-502","AIR","8MN2","Aslesen","false","1","TP","NSCH","AAPL","137","Substantial","VMC","Airborne Custom Spraying","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192785","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192785/pdf"
"CEN23LA336","ACC","192749","2023-07-29T07:30:00Z","Alta","Iowa","United States",,"N402PR","402B-1282","false","Aviation","DirectorBrief","2023-11-16T05:00:00Z","2023-11-16T18:00:00Z","None","0","0","0","0",,"The airplane’s encounter with a dust devil, which resulted in a loss of lift, and subsequent collision with powerlines.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Ability to respond/compensate, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Contributed to outcome",,"42.674999999999997","-95.304199999999994","AIR TRACTOR INC","AT-402B","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC","BARTS FLYING SERVICE INC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192749","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192749/pdf"
"CEN23LA321","ACC","192703","2023-07-21T11:30:00Z","Plains","Kansas","United States",,"N602AA","602-1194","false","Aviation","DirectorBrief","2023-11-09T05:00:00Z","2023-11-09T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain control during takeoff from a water-contaminated runway.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Effect on equipment, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"37.266947999999999","-100.58374000000001","AIR TRACTOR INC","AT-602","AIR","00","Private Airstrip","false","1","TP",,"PERS","091","Substantial","VMC","DICKSON SHANNON","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192703","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192703/pdf"
"CEN23LA311","ACC","192646","2023-07-14T16:30:00Z","Benson","Minnesota","United States",,"N22FK","802-0965","false","Aviation","DirectorBrief","2023-10-17T04:00:00Z","2023-10-17T17:00:00Z","None","0","0","0","0",,"The pilot’s failure to adequately survey a field for obstructions prior to a low-level aerial application pass, which resulted in an impact with a powerline. Contributing to the accident was the degraded visibility due to the smoke in the area.","Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Haze/smoke - Effect on personnel, Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot",,"45.10089","-95.542383000000001","AIR TRACTOR INC","AT-802","AIR","KBBB","Benson Municipal Airport","false","1","TP",,"AAPL","137","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192646","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192646/pdf"
